Date,Open,High,Low,Close,Volume,Adj Close
2011-12-30,55.70,56.03,55.50,55.74,681000,54.86
2011-12-29,55.37,55.75,54.88,55.70,827200,54.82
2011-12-28,56.66,56.74,54.94,55.12,813600,54.25
2011-12-27,56.34,56.89,56.17,56.53,668300,55.63
2011-12-23,56.70,56.80,55.84,56.33,1012000,55.44
2011-12-22,54.99,56.39,54.77,56.28,1547200,55.39
2011-12-21,53.43,54.86,53.18,54.70,1649900,53.83
2011-12-20,52.03,53.29,51.98,53.02,1471500,52.18
2011-12-19,52.64,52.80,50.68,50.85,1323900,50.04
2011-12-16,51.79,52.27,51.31,52.19,2046400,51.36
2011-12-15,52.30,52.52,51.12,51.27,1423100,50.46
2011-12-14,52.57,52.88,51.34,51.50,1577900,50.68
2011-12-13,53.90,55.06,52.81,53.28,2034300,52.43
2011-12-12,53.71,53.74,52.21,53.02,1294600,52.18
2011-12-09,54.01,54.86,53.95,54.55,1170500,53.68
2011-12-08,55.16,55.25,53.50,53.69,1270000,52.84
2011-12-07,55.13,55.72,54.65,55.43,1564100,54.55
2011-12-06,55.65,55.82,54.19,55.32,2312800,54.44
2011-12-05,55.98,56.61,55.03,55.39,1907500,54.51
2011-12-02,56.10,56.19,54.65,54.78,1417100,53.91
2011-12-01,55.72,56.23,55.19,55.35,1157700,54.47
2011-11-30,54.88,56.29,54.80,55.92,1624800,55.03
2011-11-29,52.74,53.52,52.36,52.95,1551500,52.11
2011-11-28,50.98,52.75,50.83,52.49,2034900,51.66
2011-11-25,49.96,50.40,49.40,49.44,605000,48.66
2011-11-23,50.27,50.50,49.57,49.99,1973100,49.20
2011-11-22,52.14,52.31,50.73,51.03,1267200,50.22
2011-11-21,51.80,52.40,51.00,52.07,1136000,51.24
2011-11-18,53.11,53.96,52.41,52.61,1618100,51.77
2011-11-17,54.45,54.78,52.07,52.48,1484800,51.65
2011-11-16,54.94,56.57,54.57,54.70,1359600,53.83
2011-11-15,55.05,55.97,54.73,55.58,1571700,54.70
2011-11-14,55.47,55.65,54.57,55.32,1156800,54.44
2011-11-11,55.30,55.68,55.17,55.60,1499800,54.72
2011-11-10,54.32,55.00,54.07,54.49,3451700,53.63
2011-11-09,54.15,54.70,53.23,53.31,2003800,52.46
2011-11-08,55.14,55.93,54.48,55.78,2486800,54.89
2011-11-07,55.37,55.96,54.45,55.09,2979900,53.94
2011-11-04,56.34,56.86,54.47,55.39,2988600,54.24
2011-11-03,56.97,60.00,55.94,57.43,4926900,56.24
2011-11-02,55.05,56.17,54.82,55.63,1318700,54.47
2011-11-01,53.25,54.98,53.13,54.14,2422900,53.01
2011-10-31,57.28,57.48,55.36,55.37,2187300,54.22
2011-10-28,58.38,58.63,57.67,58.06,2204000,56.85
