date,open,high,low,close,volume,adj_close
2011-01-03,77.379999999999995,77.700000000000003,77.25,77.530000000000001,79200,72.879999999999995
2011-01-04,77.609999999999999,77.980000000000004,77.159999999999997,77.890000000000001,74000,73.219999999999999
2011-01-05,77.670000000000002,77.730000000000004,77.379999999999995,77.519999999999996,38600,72.870000000000005
2011-01-06,77.549999999999997,77.549999999999997,77.019999999999996,77.519999999999996,54400,72.870000000000005
2011-01-07,77.439999999999998,77.849999999999994,77.170000000000002,77.829999999999998,40600,73.159999999999997
2011-01-10,77.480000000000004,77.569999999999993,76.980000000000004,77.510000000000005,33100,72.859999999999999
2011-01-11,77.760000000000005,77.760000000000005,77.439999999999998,77.670000000000002,17900,73.010000000000005
2011-01-12,77.900000000000006,78.400000000000006,77.859999999999999,78.019999999999996,18900,73.340000000000003
2011-01-13,77.950000000000003,78.120000000000005,77.680000000000007,77.930000000000007,74000,73.25
2011-01-14,77.75,78.340000000000003,77.75,78.329999999999998,14200,73.629999999999995
2011-01-18,78.150000000000006,78.590000000000003,78.150000000000006,78.579999999999998,39000,73.859999999999999
2011-01-19,78.599999999999994,78.790000000000006,78.239999999999995,78.390000000000001,21700,73.689999999999998
2011-01-20,78.170000000000002,79.010000000000005,78.170000000000002,78.719999999999999,61800,74.0
2011-01-21,79.239999999999995,79.239999999999995,78.609999999999999,78.75,45700,74.019999999999996
2011-01-24,78.670000000000002,79.430000000000007,78.670000000000002,79.209999999999994,29500,74.459999999999994
2011-01-25,79.239999999999995,79.239999999999995,78.810000000000002,79.090000000000003,45200,74.340000000000003
2011-01-26,79.129999999999995,79.280000000000001,78.730000000000004,78.989999999999995,39200,74.25
2011-01-27,78.840000000000003,79.319999999999993,78.760000000000005,79.180000000000007,38700,74.430000000000007
2011-01-28,79.269999999999996,79.290000000000006,78.109999999999999,78.129999999999995,33000,73.439999999999998
2011-01-31,78.340000000000003,78.549999999999997,78.290000000000006,78.290000000000006,217700,73.590000000000003
2011-02-01,78.75,79.239999999999995,78.510000000000005,79.159999999999997,39100,74.409999999999997
2011-02-02,79.129999999999995,79.129999999999995,78.769999999999996,78.840000000000003,18800,74.109999999999999
2011-02-03,78.640000000000001,79.180000000000007,78.510000000000005,79.109999999999999,32200,74.359999999999999
2011-02-04,79.019999999999996,79.060000000000002,78.269999999999996,78.689999999999998,143400,73.969999999999999
2011-02-07,78.560000000000002,79.170000000000002,78.560000000000002,79.159999999999997,56500,74.409999999999997
